,Синоптический индекс станции,Год по Гринвичу,Месяц по Гринвичу,День по Гринвичу,Срок по Гринвичу,Год источника (местный),Месяц источника (местный),День источника (местный),Срок источника (местный),Номер срока в сутках по ПДЗВ,Время местное,Номер часового пояса,Начало метеорологических суток по ПДЗВ,Горизонтальная дальность видимости,Пр.нал.знака >,Общее количество облачности,Количество облачности нижнего яруса,Форма облаков верхнего яруса,Форма облаков среднего яруса,Форма облаков вертикального развития,Слоистые и слоисто-кучевые облака,"Слоисто-дожд,разорванно-дождевые облака",Высота нижней границы облачности,Признак способа определения выс. н. г,Признак наличия облачности ниже уровня станции,Погода между сроками,Погода в срок наблюдения,Направление ветра,Средняя скорость ветра,Признак наличия знака >,Максимальная скорость ветра,Признак наличия знака >,Сумма осадков,Температура поверхности почвы,Температура поверхности почвы по минимальному термометру,Мин. температура пов-сти почвы между сроками,Макс. температура пов-сти почвы между сроками,Температура пов-сти почвы по макс. терм-ру п/встр.,Температура воздуха по сухому терм-ру,Темп.воздуха по смоченному терм-ру,Признак нал. льда на батисте,Температура воздуха по мин. терм-ру,Мин.температура воздуха между сроками,Макс. темперура воздуха между сроками,Темпера воздуха по макс. терм-ру после встрях.,Парциальное давление водяного пара,Указатель точности элемента,Относительная влажность воздуха,Дефицит насыщения водяного пара,Указатель точности элемента,Температура точки росы,Атмосферное давление на уровне станции,Атмосферное давление на уровне моря,Характеристика барической тенденции,Величина барической тенденции,date
72,28537,1966,3,14,15,1966,3,14,18,8,20,4,20,  ,0,12, 0, 0, 1, 0, 0, 0,    ,0,  , 1, 3,360, 2,0,  ,0,   0.0, -7.0,     ,     ,     ,     , -6.4,     ,0,     ,     ,     ,     ,     ,1.0, 80,   0.80,1.0, -9.0, 979.0,1022.5, 3, 1.7,1966-03-14
73,28537,1966,3,15,15,1966,3,15,18,8,20,4,20,  ,0,12, 0, 1, 0, 0, 0, 0,    ,0,  , 2, 2,180, 3,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  1.7,     ,0,     ,     ,     ,     ,     ,1.0, 69,   2.10,1.0, -3.0, 984.1,1026.3, 7, 0.4,1966-03-15
74,28537,1966,3,16,15,1966,3,16,18,8,20,4,20,  ,0,10,10, 8, 8, 2, 0, 3, 500,0,  , 8, 2,230, 8,0,  ,0,   0.2,  0.0,     ,     ,     ,     ,  0.5,     ,0,     ,     ,     ,     ,     ,1.0, 85,   0.90,1.0, -2.0, 977.5,1019.7, 2, 0.4,1966-03-16
75,28537,1966,3,17,15,1966,3,17,18,8,20,4,20,  ,0,10,10, 8, 8, 0, 0, 2, 600,0,  , 8,71,270, 2,0,  ,0,   0.8, -1.0,     ,     ,     ,     , -1.9,     ,0,     ,     ,     ,     ,     ,1.0, 92,   0.40,1.0, -3.0, 974.6,1017.1, 7, 0.3,1966-03-17
76,28537,1966,3,18,15,1966,3,18,18,8,20,4,20,  ,0, 2, 0, 1, 0, 0, 0, 0,    ,0,  , 1, 1,  0, 0,0,  ,0,   0.0,-11.0,     ,     ,     ,     , -6.3,     ,0,     ,     ,     ,     ,     ,1.0, 77,   0.80,1.0, -9.0, 973.8,1017.0, 3, 1.2,1966-03-18
77,28537,1966,3,19,15,1966,3,19,18,8,20,4,20,  ,0,10, 0, 8, 1, 0, 0, 0,    ,0,  , 2, 3,  0, 0,0,  ,0,   0.0, -4.0,     ,     ,     ,     , -5.5,     ,0,     ,     ,     ,     ,     ,1.0, 79,   0.90,1.0, -9.0, 971.7,1014.5, 7, 1.4,1966-03-19
78,28537,1966,3,20,15,1966,3,20,18,8,20,4,20,  ,0,12, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2,  0, 0,0,  ,0,   0.0,  0.0,     ,     ,     ,     , -2.1,     ,0,     ,     ,     ,     ,     ,1.0, 77,   1.10,1.0, -5.0, 958.7,1000.6, 7, 1.2,1966-03-20
79,28537,1966,3,21,15,1966,3,21,18,8,20,4,20,  ,0, 3, 1, 1, 0, 0, 2, 0, 800,1,  , 0, 2,270, 3,0,  ,0,   0.0,-12.0,     ,     ,     ,     , -8.1,     ,0,     ,     ,     ,     ,     ,1.0, 74,   0.80,1.0,-12.0, 959.9,1002.7, 2, 1.2,1966-03-21
80,28537,1966,3,22,15,1966,3,22,18,8,20,4,20,  ,0,12,12, 0, 0, 2, 0, 0, 700,0,  , 8,26,230, 3,0,  ,0,   0.3, -4.0,     ,     ,     ,     , -2.7,     ,0,     ,     ,     ,     ,     ,1.0, 83,   0.80,1.0, -5.0, 960.1,1002.1, 3, 1.2,1966-03-22
81,28537,1966,3,23,15,1966,3,23,18,8,20,4,20,  ,0,10,10, 8, 8, 2, 0, 3, 400,0,  , 8,26,160, 5,0,  ,0,   0.0, -1.0,     ,     ,     ,     , -0.9,     ,0,     ,     ,     ,     ,     ,1.0, 99,   0.00,1.0, -1.0, 957.7, 999.3, 8, 0.8,1966-03-23
82,28537,1966,3,24,15,1966,3,24,18,8,20,4,20,  ,0,10,10, 8, 8, 2, 0, 0, 600,0,  , 8,86,230, 2,0,  ,0,   0.5, -2.0,     ,     ,     ,     , -1.5,     ,0,     ,     ,     ,     ,     ,1.0, 90,   0.60,1.0, -3.0, 967.4,1009.4, 2, 1.7,1966-03-24
83,28537,1966,3,25,15,1966,3,25,18,8,20,4,20,  ,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2,250, 2,0,  ,0,   0.0,-12.0,     ,     ,     ,     , -7.3,     ,0,     ,     ,     ,     ,     ,1.0, 64,   1.30,1.0,-13.0, 980.6,1024.1, 2, 1.6,1966-03-25
84,28537,1966,3,26,15,1966,3,26,18,8,20,4,20,  ,0,10, 0, 3, 0, 0, 0, 0,    ,0,  , 2, 2,230, 4,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  0.6,     ,0,     ,     ,     ,     ,     ,1.0, 63,   2.40,1.0, -6.0, 986.7,1029.2, 2, 1.2,1966-03-26
85,28537,1966,3,27,15,1966,3,27,18,8,20,4,20,  ,0,12, 0, 5, 0, 0, 0, 0,    ,0,  , 2, 2,230, 2,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  3.7,     ,0,     ,     ,     ,     ,     ,1.0, 48,   4.20,1.0, -6.0, 991.0,1033.2, 3, 0.8,1966-03-27
86,28537,1966,3,28,15,1966,3,28,18,8,20,4,20,  ,0, 2, 0, 1, 0, 0, 0, 0,    ,0,  , 1, 2,  0, 0,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  1.4,     ,0,     ,     ,     ,     ,     ,1.0, 56,   3.00,1.0, -6.0, 991.9,1034.5, 6, 0.2,1966-03-28
87,28537,1966,3,29,15,1966,3,29,18,8,20,4,20,  ,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,140, 1,0,  ,0,   0.0, -2.0,     ,     ,     ,     , -0.1,     ,0,     ,     ,     ,     ,     ,1.0, 54,   2.80,1.0, -8.0, 993.8,1036.8, 2, 0.1,1966-03-29
88,28537,1966,3,30,15,1966,3,30,18,8,20,4,20,  ,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  0.5,     ,0,     ,     ,     ,     ,     ,1.0, 69,   1.90,1.0, -4.0, 995.7,1038.6, 3, 0.4,1966-03-30
89,28537,1966,3,31,15,1966,3,31,18,8,20,4,20,  ,0, 2, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 3,  0, 0,0,  ,0,   0.0, -4.0,     ,     ,     ,     ,  2.7,     ,0,     ,     ,     ,     ,     ,1.0, 63,   2.70,1.0, -4.0, 999.7,1042.3, 5, 0.0,1966-03-31
90,28537,1966,4,1,15,1966,4,1,18,8,20,4,20,98,0, 2, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2, 70, 3,0,  ,0,   0.0, -1.0,     ,     ,     ,     ,  3.1,     ,0,     ,     ,     ,     ,     ,1.0, 53,   3.60,1.0, -6.0,1003.3,1046.1, 2, 0.3,1966-04-01
91,28537,1966,4,2,15,1966,4,2,18,8,20,4,20,98,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2,200, 1,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  1.9,     ,0,     ,     ,     ,     ,     ,1.0, 54,   3.20,1.0, -6.0,1005.1,1048.2, 7, 0.8,1966-04-02
92,28537,1966,4,3,15,1966,4,3,18,8,20,4,20,98,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,140, 1,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  0.0,     ,0,     ,     ,     ,     ,     ,1.0, 47,   3.20,1.0,-10.0,1001.4,1044.6, 7, 1.1,1966-04-03
93,28537,1966,4,4,15,1966,4,4,18,8,20,4,20,98,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 3,  0, 0,0,  ,0,   0.0, -1.0,     ,     ,     ,     ,  1.2,     ,0,     ,     ,     ,     ,     ,1.0, 55,   3.00,1.0, -7.0, 997.1,1039.9, 7, 0.8,1966-04-04
94,28537,1966,4,5,15,1966,4,5,18,8,20,4,20,98,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0, -1.0,     ,     ,     ,     ,  1.6,     ,0,     ,     ,     ,     ,     ,1.0, 69,   2.20,1.0, -4.0, 994.7,1037.4, 7, 0.6,1966-04-05
95,28537,1966,4,6,15,1966,4,6,18,8,20,4,20,98,0,12, 0, 1, 0, 0, 0, 0,    ,0,  , 2, 2,270, 1,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  3.7,     ,0,     ,     ,     ,     ,     ,1.0, 57,   3.50,1.0, -4.0, 991.7,1033.8, 7, 0.9,1966-04-06
96,28537,1966,4,7,15,1966,4,7,18,8,20,4,20,98,0,12, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2,180, 1,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  3.3,     ,0,     ,     ,     ,     ,     ,1.0, 52,   3.70,1.0, -6.0, 987.8,1030.2, 7, 0.4,1966-04-07
97,28537,1966,4,8,15,1966,4,8,18,8,20,4,20,98,0,10, 0, 3, 1, 0, 0, 0,    ,0,  , 2, 3,230, 3,0,  ,0,   0.0,  1.0,     ,     ,     ,     ,  4.2,     ,0,     ,     ,     ,     ,     ,1.0, 43,   4.70,1.0, -7.0, 985.3,1027.2, 7, 0.1,1966-04-08
98,28537,1966,4,9,15,1966,4,9,18,8,20,4,20,98,0, 5, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,250, 1,0,  ,0,   0.0,  1.0,     ,     ,     ,     ,  4.8,     ,0,     ,     ,     ,     ,     ,1.0, 56,   3.80,1.0, -3.0, 982.2,1023.8, 6, 0.4,1966-04-09
99,28537,1966,4,10,15,1966,4,10,18,8,20,4,20,98,0,12, 0, 5, 1, 0, 0, 0,    ,0,  , 2, 2,200, 3,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  7.7,     ,0,     ,     ,     ,     ,     ,1.0, 37,   6.70,1.0, -6.0, 980.1,1021.2, 7, 0.1,1966-04-10
100,28537,1966,4,11,15,1966,4,11,18,8,20,4,20,98,0, 7, 0, 1, 0, 0, 0, 0,    ,0,  , 2, 1,  0, 0,0,  ,0,   0.0, -1.0,     ,     ,     ,     ,  7.7,     ,0,     ,     ,     ,     ,     ,1.0, 42,   6.10,1.0, -4.0, 978.7,1019.8, 7, 0.4,1966-04-11
101,28537,1966,4,12,15,1966,4,12,18,8,20,4,20,98,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  6.7,     ,0,     ,     ,     ,     ,     ,1.0, 44,   5.40,1.0, -4.0, 976.9,1018.0, 7, 0.9,1966-04-12
102,28537,1966,4,13,15,1966,4,13,18,8,20,4,20,98,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  7.0,     ,0,     ,     ,     ,     ,     ,1.0, 45,   5.50,1.0, -4.0, 972.9,1013.9, 7, 0.6,1966-04-13
103,28537,1966,4,14,15,1966,4,14,18,8,20,4,20,98,0,12, 7, 1, 1, 2, 0, 0, 800,0,  , 8,25,  0, 0,0,  ,0,   0.2,  1.0,     ,     ,     ,     ,  5.1,     ,0,     ,     ,     ,     ,     ,1.0, 90,   0.80,1.0,  4.0, 966.1,1007.0, 7, 0.8,1966-04-14
104,28537,1966,4,15,15,1966,4,15,18,8,20,4,20,98,0, 1, 1, 0, 0, 0, 2, 0, 600,1,  , 0, 1,140, 2,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  6.1,     ,0,     ,     ,     ,     ,     ,1.0, 79,   2.00,1.0,  3.0, 969.7,1010.6, 2, 0.7,1966-04-15
105,28537,1966,4,16,15,1966,4,16,18,8,20,4,20,97,0, 6, 0, 1, 0, 0, 0, 0,    ,0,  , 1, 3,  0, 0,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  6.8,     ,0,     ,     ,     ,     ,     ,1.0, 72,   2.70,1.0,  2.0, 971.9,1012.7, 7, 0.4,1966-04-16
106,28537,1966,4,17,15,1966,4,17,18,8,20,4,20,98,0, 2, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,  2.0,     ,     ,     ,     ,  8.8,     ,0,     ,     ,     ,     ,     ,1.0, 73,   3.00,1.0,  4.0, 972.5,1013.0, 2, 0.2,1966-04-17
107,28537,1966,4,18,15,1966,4,18,18,8,20,4,20,98,0, 2, 0, 1, 1, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,  0.0,     ,     ,     ,     , 10.1,     ,0,     ,     ,     ,     ,     ,1.0, 61,   4.80,1.0,  3.0, 973.8,1014.3, 3, 0.1,1966-04-18
108,28537,1966,4,19,15,1966,4,19,18,8,20,4,20,97,0, 8, 1, 1, 1, 0, 2, 0,1200,1,  , 1, 3, 70, 5,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  5.1,     ,0,     ,     ,     ,     ,     ,1.0, 81,   1.70,1.0,  2.0, 978.2,1019.8, 3, 1.1,1966-04-19
109,28537,1966,4,20,15,1966,4,20,18,8,20,4,20,98,0, 3, 2, 0, 1, 0, 2, 0, 700,1,  , 0, 2,160, 2,0,  ,0,   0.0,  8.0,     ,     ,     ,     , 10.8,     ,0,     ,     ,     ,     ,     ,1.0, 62,   5.00,1.0,  4.0, 980.5,1021.0, 7, 0.2,1966-04-20
110,28537,1966,4,21,15,1966,4,21,18,8,20,4,20,98,0,10, 4, 3, 1, 0, 2, 0, 900,1,  , 6, 2,180, 3,0,  ,0,   0.2,  8.0,     ,     ,     ,     ,  9.3,     ,0,     ,     ,     ,     ,     ,1.0, 81,   2.20,1.0,  6.0, 978.5,1019.4, 6, 1.2,1966-04-21
111,28537,1966,4,22,15,1966,4,22,18,8,20,4,20,  , ,  ,  ,  ,  ,  ,  ,  ,    , ,  ,  ,  ,   ,  , ,  , ,      ,     ,     ,     ,     ,     ,     ,     , ,     ,     ,     ,     ,     ,1.0,   ,       ,1.0,     ,      ,      ,  ,    ,1966-04-22
112,28537,1966,4,23,15,1966,4,23,18,8,20,4,20,98,0, 1, 1, 0, 0, 1, 0, 0, 600,1,  , 1, 1,  0, 0,0,  ,0,   0.0,  9.0,     ,     ,     ,     ,  9.5,     ,0,     ,     ,     ,     ,     ,1.0, 84,   1.90,1.0,  7.0, 974.5,1015.1, 7, 0.6,1966-04-23
113,28537,1966,4,24,15,1966,4,24,18,8,20,4,20,98,0,10,10, 8, 8, 0, 2, 0, 500,0,  , 2, 2,270, 5,0,  ,0,   0.0,  4.0,     ,     ,     ,     ,  2.9,     ,0,     ,     ,     ,     ,     ,1.0, 83,   1.30,1.0,  0.0, 970.1,1011.4, 3, 2.0,1966-04-24
114,28537,1966,4,25,15,1966,4,25,18,8,20,4,20,97,0,10,10, 8, 8, 2, 0, 3, 700,0,  , 8,85,290, 4,0,  ,0,   0.0, -1.0,     ,     ,     ,     , -1.0,     ,0,     ,     ,     ,     ,     ,1.0, 73,   1.50,1.0, -5.0, 978.2,1020.8, 2, 1.3,1966-04-25
115,28537,1966,4,26,15,1966,4,26,18,8,20,4,20,98,0, 3, 1, 1, 0, 0, 2, 0, 900,1,  , 1, 1,  0, 0,0,  ,0,   0.0,  1.0,     ,     ,     ,     ,  0.8,     ,0,     ,     ,     ,     ,     ,1.0, 66,   2.30,1.0, -5.0, 985.1,1027.5, 2, 0.8,1966-04-26
116,28537,1966,4,27,15,1966,4,27,18,8,20,4,20,  , ,  ,  ,  ,  ,  ,  ,  ,    , ,  ,  ,  ,   ,  , ,  , ,      ,     ,     ,     ,     ,     ,     ,     , ,     ,     ,     ,     ,     ,1.0,   ,       ,1.0,     ,      ,      ,  ,    ,1966-04-27
117,28537,1966,4,28,15,1966,4,28,18,8,20,4,20,98,0,10,10, 8, 8, 2, 0, 0, 500,0,  , 8,87,250, 3,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  1.1,     ,0,     ,     ,     ,     ,     ,1.0, 79,   1.40,1.0, -2.0, 971.1,1012.9, 8, 0.4,1966-04-28
118,28537,1966,4,29,15,1966,4,29,18,8,20,4,20,98,0,12, 9, 0, 1, 2, 0, 3, 600,0,  , 8,85,290, 5,0,  ,0,   0.2,  0.0,     ,     ,     ,     , -0.5,     ,0,     ,     ,     ,     ,     ,1.0, 78,   1.30,1.0, -4.0, 970.7,1012.8, 1, 0.5,1966-04-29
119,28537,1966,4,30,15,1966,4,30,18,8,20,4,20,98,0,10,10, 8, 8, 0, 2, 0, 600,0,  , 2, 2,290, 5,0,  ,0,   0.0,  1.0,     ,     ,     ,     ,  1.3,     ,0,     ,     ,     ,     ,     ,1.0, 76,   1.60,1.0, -2.0, 971.5,1013.3, 2, 0.8,1966-04-30
120,28537,1966,5,1,15,1966,5,1,18,8,20,4,20,98,0,10,10, 8, 8, 0, 2, 0, 500,0,  , 2, 2,270, 3,0,  ,0,   0.0,  2.0,     ,     ,     ,     ,  2.6,     ,0,     ,     ,     ,     ,     ,1.0, 74,   2.00,1.0, -2.0, 974.6,1016.3, 2, 0.3,1966-05-01
121,28537,1966,5,2,15,1966,5,2,18,8,20,4,20,98,0,12, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 3,200, 2,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  7.2,     ,0,     ,     ,     ,     ,     ,1.0, 51,   5.00,1.0, -2.0, 972.7,1013.7, 7, 0.4,1966-05-02
122,28537,1966,5,3,15,1966,5,3,18,8,20,4,20,98,0,12, 5, 1, 1, 0, 2, 0, 800,1,  , 2, 2,  0, 0,0,  ,0,   0.0, 10.0,     ,     ,     ,     ,  9.7,     ,0,     ,     ,     ,     ,     ,1.0, 58,   5.00,1.0,  2.0, 967.1,1007.2, 7, 1.2,1966-05-03
123,28537,1966,5,4,15,1966,5,4,18,8,20,4,20,98,0,12, 9, 1, 1, 4, 0, 0,1100,0,  , 8,25,270, 2,0,  ,0,   0.2,  7.0,     ,     ,     ,     ,  7.4,     ,0,     ,     ,     ,     ,     ,1.0, 76,   2.50,1.0,  3.0, 963.3,1003.8, 7, 0.5,1966-05-04
124,28537,1966,5,5,15,1966,5,5,18,8,20,4,20,98,0, 6, 2, 0, 1, 1, 0, 0, 700,1,  , 2, 2,290, 3,0,  ,0,   0.0,  9.0,     ,     ,     ,     ,  8.9,     ,0,     ,     ,     ,     ,     ,1.0, 59,   4.60,1.0,  2.0, 965.3,1005.6, 3, 1.4,1966-05-05
125,28537,1966,5,6,15,1966,5,6,18,8,20,4,20,98,0,10, 4, 1, 1, 0, 2, 0,1200,1,  , 2, 2,180, 7,0,  ,0,   0.0, 10.0,     ,     ,     ,     , 12.0,     ,0,     ,     ,     ,     ,     ,1.0, 44,   7.80,1.0,  0.0, 962.9,1002.7, 8, 2.8,1966-05-06
126,28537,1966,5,7,15,1966,5,7,18,8,20,4,20,98,0,12,12, 0, 0, 2, 0, 3, 500,0,  , 2, 2,320, 8,0,  ,0,   0.0,  4.0,     ,     ,     ,     ,  4.1,     ,0,     ,     ,     ,     ,     ,1.0, 58,   3.50,1.0, -4.0, 967.5,1008.6, 2, 3.2,1966-05-07
127,28537,1966,5,8,15,1966,5,8,18,8,20,4,20,98,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,340, 6,0,  ,0,   0.0,  8.0,     ,     ,     ,     ,  7.5,     ,0,     ,     ,     ,     ,     ,1.0, 30,   7.30,1.0, -9.0, 982.3,1023.6, 2, 1.7,1966-05-08
128,28537,1966,5,9,15,1966,5,9,18,8,20,4,20,97,0,10, 7, 8, 2, 0, 0, 3, 600,0,  , 6,60,200, 3,0,  ,0,   0.5,  6.0,     ,     ,     ,     ,  6.7,     ,0,     ,     ,     ,     ,     ,1.0, 65,   3.40,1.0,  1.0, 978.9,1020.3, 8, 3.8,1966-05-09
129,28537,1966,5,10,15,1966,5,10,18,8,20,4,20,98,0, 2, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2, 70, 3,0,  ,0,   0.0, 14.0,     ,     ,     ,     , 13.0,     ,0,     ,     ,     ,     ,     ,1.0, 45,   8.20,1.0,  2.0, 982.1,1022.3, 7, 0.1,1966-05-10
130,28537,1966,5,11,15,1966,5,11,18,8,20,4,20,98,0, 7, 4, 1, 1, 2, 0, 0, 700,0,  , 2, 1,230, 1,0,  ,0,   0.0, 14.0,     ,     ,     ,     , 15.5,     ,0,     ,     ,     ,     ,     ,1.0, 77,   4.10,1.0, 11.0, 972.5,1011.9, 8, 2.4,1966-05-11
131,28537,1966,5,12,15,1966,5,12,18,8,20,4,20,98,0, 9, 5, 1, 0, 2, 0, 0, 600,0,  , 2, 2,290, 2,0,  ,0,   0.0, 14.0,     ,     ,     ,     , 13.7,     ,0,     ,     ,     ,     ,     ,1.0, 71,   4.50,1.0,  9.0, 963.3,1002.8, 6, 0.4,1966-05-12
132,28537,1966,5,13,15,1966,5,13,18,8,20,4,20,97,0,12, 4, 1, 1, 2, 0, 0, 700,0,  , 8,25,360, 4,0,  ,0,   1.1,  2.0,     ,     ,     ,     ,  1.5,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.40,1.0,  1.0, 973.8,1015.6, 2, 2.5,1966-05-13
133,28537,1966,5,14,15,1966,5,14,18,8,20,4,20,98,0, 3, 3, 0, 0, 0, 2, 0, 700,1,  , 1, 1, 50, 3,0,  ,0,   0.0,  4.0,     ,     ,     ,     ,  2.9,     ,0,     ,     ,     ,     ,     ,1.0, 51,   3.70,1.0, -6.0, 983.4,1025.4, 2, 0.3,1966-05-14
134,28537,1966,5,15,15,1966,5,15,18,8,20,4,20,98,0, 6, 4, 1, 1, 4, 0, 0, 900,1,  , 2,16,320, 4,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  5.5,     ,0,     ,     ,     ,     ,     ,1.0, 36,   5.80,1.0, -9.0, 983.5,1025.1, 2, 0.6,1966-05-15
135,28537,1966,5,16,15,1966,5,16,18,8,20,4,20,98,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2, 20, 1,0,  ,0,   0.0, 13.0,     ,     ,     ,     , 11.1,     ,0,     ,     ,     ,     ,     ,1.0, 27,   9.60,1.0, -7.0, 984.1,1024.9, 7, 0.5,1966-05-16
136,28537,1966,5,17,15,1966,5,17,18,8,20,4,20,98,0, 4, 3, 1, 1, 4, 0, 0, 900,1,  , 8, 1,290, 1,0,  ,0,   5.6, 12.0,     ,     ,     ,     , 10.8,     ,0,     ,     ,     ,     ,     ,1.0, 87,   1.70,1.0,  9.0, 975.7,1016.1, 7, 0.2,1966-05-17
137,28537,1966,5,18,15,1966,5,18,18,8,20,4,20,98,0, 4, 2, 1, 0, 2, 0, 0, 600,1,  , 8,25,320, 5,0,  ,0,   0.3,  8.0,     ,     ,     ,     ,  7.7,     ,0,     ,     ,     ,     ,     ,1.0, 68,   3.40,1.0,  2.0, 978.2,1019.3, 2, 0.9,1966-05-18
138,28537,1966,5,19,15,1966,5,19,18,8,20,4,20,98,0, 8, 8, 0, 0, 0, 2, 0, 800,0,  , 2, 2,320, 4,0,  ,0,   0.0,  8.0,     ,     ,     ,     ,  8.6,     ,0,     ,     ,     ,     ,     ,1.0, 47,   5.90,1.0, -2.0, 982.6,1023.8, 2, 0.4,1966-05-19
139,28537,1966,5,20,15,1966,5,20,18,8,20,4,20,98,0,12, 4, 1, 1, 0, 2, 0, 900,1,  , 2, 2,270, 1,0,  ,0,   0.0, 16.0,     ,     ,     ,     , 16.8,     ,0,     ,     ,     ,     ,     ,1.0, 60,   7.70,1.0,  9.0, 979.9,1019.6, 6, 0.3,1966-05-20
140,28537,1966,5,21,15,1966,5,21,18,8,20,4,20,  , ,  ,  ,  ,  ,  ,  ,  ,    , ,  ,  ,  ,   ,  , ,  , ,      ,     ,     ,     ,     ,     ,     ,     , ,     ,     ,     ,     ,     ,1.0,   ,       ,1.0,     ,      ,      ,  ,    ,1966-05-21
141,28537,1966,5,22,15,1966,5,22,18,8,20,4,20,  , ,  ,  ,  ,  ,  ,  ,  ,    , ,  ,  ,  ,   ,  , ,  , ,      ,     ,     ,     ,     ,     ,     ,     , ,     ,     ,     ,     ,     ,1.0,   ,       ,1.0,     ,      ,      ,  ,    ,1966-05-22
142,28537,1966,5,23,15,1966,5,23,18,8,20,4,20,98,0,12, 8, 1, 0, 2, 0, 0,1400,0,  , 9,17,250, 4,0,  ,0,   0.0, 20.0,     ,     ,     ,     , 21.0,     ,0,     ,     ,     ,     ,     ,1.0, 37,  15.40,1.0,  6.0, 983.4,1022.6, 4, 0.0,1966-05-23
143,28537,1966,5,24,15,1966,5,24,18,8,20,4,20,98,0, 4, 1, 1, 1, 1, 0, 0,1200,1,  , 1, 2,270, 2,0,  ,0,   0.0, 23.0,     ,     ,     ,     , 22.7,     ,0,     ,     ,     ,     ,     ,1.0, 39,  16.80,1.0,  8.0, 986.5,1025.5, 7, 0.1,1966-05-24
144,28537,1966,5,25,15,1966,5,25,18,8,20,4,20,98,0, 7, 7, 0, 0, 2, 0, 0, 800,0,  , 9,95, 90, 3,0,  ,0,   2.7, 15.0,     ,     ,     ,     , 14.8,     ,0,     ,     ,     ,     ,     ,1.0, 96,   0.70,1.0, 14.0, 988.1,1028.4, 2, 0.3,1966-05-25
145,28537,1966,5,26,15,1966,5,26,18,8,20,4,20,98,0,12, 2, 3, 1, 1, 0, 0,1200,1,  , 2, 3,200, 2,0,  ,0,   0.0, 21.0,     ,     ,     ,     , 21.4,     ,0,     ,     ,     ,     ,     ,1.0, 49,  13.00,1.0, 10.0, 982.2,1021.2, 6, 0.4,1966-05-26
146,28537,1966,5,27,15,1966,5,27,18,8,20,4,20,98,0, 4, 1, 1, 0, 1, 0, 0, 900,1,  , 8, 1,110, 2,0,  ,0,   0.0, 22.0,     ,     ,     ,     , 23.6,     ,0,     ,     ,     ,     ,     ,1.0, 44,  16.30,1.0, 11.0, 982.3,1021.0, 7, 0.2,1966-05-27
147,28537,1966,5,28,15,1966,5,28,18,8,20,4,20,98,0,12, 3, 1, 0, 2, 0, 0, 800,0,  , 9,29, 90, 3,0,  ,0,   0.0, 24.0,     ,     ,     ,     , 22.9,     ,0,     ,     ,     ,     ,     ,1.0, 50,  14.00,1.0, 12.0, 983.4,1022.4, 4, 0.0,1966-05-28
